Postcode,Bedrooms,RentalUnitDesc,VUDate,VTDate,TENDate,RUUseType,HousingServiceCentre,VUDays,VTDays,TotalVAC,LGA,StateElectorate
4059,1,1 BR APARTMENT,15-10-15,15-10-15,20-11-15,CLT,108,0,36,36,BRISBANE,MOUNT COOT-THA
4560,1,1 BR APARTMENT,28-09-15,16-11-15,16-11-15,CLT,205,49,0,49,SUNSHINE COAST,NICKLIN
4211,1,1 BR APARTMENT,20-11-15,20-11-15,20-11-15,CAH,204,0,0,0,GOLD COAST,GAVEN
4102,2,2 BR DETACHED HOUSE,25-05-15,25-05-15,23-11-15,CRH,107,0,182,182,BRISBANE,SOUTH BRISBANE
4112,3,3 BR DETACHED HOUSE,10-04-15,20-04-15,11-11-15,CRH,107,10,205,215,BRISBANE,STRETTON
4110,4,4 BR DETACHED HOUSE,23-04-15,23-04-15,13-11-15,CRH,104,0,204,204,BRISBANE,SUNNYBANK
4216,3,3 BR DUPLEX,27-10-15,27-10-15,05-11-15,CRH,204,0,9,9,GOLD COAST,BROADWATER
4670,2,2 BR DUPLEX,10-11-15,16-11-15,18-11-15,CRH,208,6,2,8,BUNDABERG,BUNDABERG
4551,3,3 BR DUPLEX,21-10-15,21-10-15,16-11-15,CRH,205,0,26,26,SUNSHINE COAST,CALOUNDRA
4814,3,3 BR DETACHED HOUSE,09-10-15,09-10-15,17-11-15,CRH,201,0,39,39,TOWNSVILLE,TOWNSVILLE
4551,3,3 BR DETACHED HOUSE,26-10-15,26-10-15,16-11-15,CRH,205,0,21,21,SUNSHINE COAST,CALOUNDRA
4650,2,2 BR APARTMENT,14-08-15,25-08-15,05-11-15,CRH,213,11,72,83,,
4650,2,2 BR APARTMENT,02-06-15,15-06-15,05-11-15,CRH,213,13,143,156,,
4557,2,2 BR APARTMENT,26-10-15,26-10-15,16-11-15,CRH,205,0,21,21,SUNSHINE COAST,BUDERIM
4558,4,4 BR DETACHED HOUSE,21-09-15,22-09-15,16-11-15,CRH,205,1,55,56,SUNSHINE COAST,MAROOCHYDORE
4575,3,3 BR DETACHED HOUSE,21-09-15,22-09-15,16-11-15,CRH,205,1,55,56,SUNSHINE COAST,KAWANA
4109,3,3 BR DETACHED HOUSE,24-09-15,12-10-15,05-11-15,CRH,107,18,24,42,,
4810,1,1 BR APARTMENT,01-10-15,01-10-15,27-11-15,CRH,201,0,57,57,TOWNSVILLE,TOWNSVILLE
4508,4,4 BR DETACHED HOUSE,23-10-15,28-10-15,30-11-15,CRH,103,5,33,38,MORETON BAY,MURRUMBA
4053,2,2 BR APARTMENT,09-10-15,16-10-15,30-11-15,CRH,105,7,45,52,BRISBANE,EVERTON
4557,2,2 BR APARTMENT,26-10-15,26-10-15,16-11-15,CRH,205,0,21,21,SUNSHINE COAST,BUDERIM
4815,3,3 BR DETACHED HOUSE,09-10-15,09-10-15,04-11-15,CRH,201,0,26,26,TOWNSVILLE,THURINGOWA
4700,2,2 BR APARTMENT,05-11-15,06-11-15,13-11-15,CRH,206,1,7,8,ROCKHAMPTON,ROCKHAMPTON
4880,1,1 BR APARTMENT,04-11-15,04-11-15,06-11-15,CRH,202,0,2,2,MAREEBA,COOK
4880,1,1 BR APARTMENT,30-10-15,30-10-15,02-11-15,CRH,202,0,3,3,MAREEBA,COOK
4870,2,2 BR APARTMENT,12-10-15,12-10-15,02-11-15,CRH,202,0,21,21,CAIRNS,CAIRNS
4051,2,2 BR APARTMENT,06-11-15,06-11-15,25-11-15,CRH,108,0,19,19,BRISBANE,BRISBANE CENTRAL
4108,2,2 BR DETACHED HOUSE,15-09-15,12-10-15,10-11-15,CRH,107,27,29,56,,
4031,1,1 BR APARTMENT,15-09-15,15-09-15,12-11-15,CRH,105,0,58,58,BRISBANE,CLAYFIELD
4216,3,3 BR DETACHED HOUSE,02-10-15,02-10-15,13-11-15,CRH,204,0,42,42,,
4868,2,2 BR APARTMENT,08-10-15,28-10-15,13-11-15,CRH,202,20,16,36,CAIRNS,CAIRNS
4519,3,3 BR DETACHED HOUSE,08-10-15,23-10-15,16-11-15,CRH,205,15,24,39,SUNSHINE COAST,CALOUNDRA
4575,3,3 BR DETACHED HOUSE,13-10-15,23-10-15,16-11-15,CRH,205,10,24,34,SUNSHINE COAST,KAWANA
4810,2,2 BR APARTMENT,15-10-15,16-10-15,17-11-15,CRH,201,1,32,33,TOWNSVILLE,TOWNSVILLE
4178,3,3 BR DETACHED HOUSE,22-10-15,06-11-15,06-11-15,CRH,109,15,0,15,BRISBANE,LYTTON
4161,3,3 BR DETACHED HOUSE,30-10-15,30-11-15,30-11-15,CRH,106,31,0,31,REDLAND,CAPALABA
4161,3,3 BR DETACHED HOUSE,02-11-15,17-11-15,17-11-15,CRH,106,15,0,15,REDLAND,CAPALABA
4650,3,3 BR DETACHED HOUSE,05-11-15,05-11-15,11-11-15,CRH,213,0,6,6,FRASER COAST,MARYBOROUGH
4870,3,3 BR DETACHED HOUSE,10-11-15,10-11-15,18-11-15,CRH,202,0,8,8,CAIRNS,CAIRNS
4178,3,3 BR CLUSTER HOUSING,10-11-15,16-11-15,16-11-15,CRH,109,6,0,6,BRISBANE,LYTTON
4053,1,1 BR APARTMENT,11-11-15,12-11-15,12-11-15,CRH,108,1,0,1,BRISBANE,EVERTON
4214,2,2 BR DUPLEX,20-11-15,20-11-15,26-11-15,CRH,204,0,6,6,GOLD COAST,SOUTHPORT
4077,2,2 BR DETACHED HOUSE,09-11-15,04-12-15,22-12-15,STC,104,25,18,43,BRISBANE,INALA
4169,1,1 BR APARTMENT,24-09-15,10-12-15,10-12-15,CBH,108,77,0,77,BRISBANE,SOUTH BRISBANE
4169,1,1 BR APARTMENT,25-11-15,25-11-15,09-12-15,CBH,108,0,14,14,BRISBANE,SOUTH BRISBANE
4101,1,1 BR APARTMENT,02-12-15,02-12-15,23-12-15,CBH,108,0,21,21,BRISBANE,SOUTH BRISBANE
4102,1,1 BR APARTMENT,09-12-15,09-12-15,09-12-15,CBH,107,0,0,0,BRISBANE,SOUTH BRISBANE
4102,1,1 BR APARTMENT,11-11-15,07-12-15,07-12-15,CBH,107,26,0,26,BRISBANE,SOUTH BRISBANE
4006,1,1 BR APARTMENT,05-06-15,05-06-15,17-12-15,CBH,108,0,195,195,BRISBANE,BRISBANE CENTRAL
4510,3,3 BR DETACHED HOUSE,18-12-15,22-12-15,22-12-15,CRS,103,4,0,4,MORETON BAY,PUMICESTONE
4510,3,3 BR DETACHED HOUSE,13-11-15,30-11-15,08-12-15,CRS,103,17,8,25,MORETON BAY,PUMICESTONE
4802,3,3 BR APARTMENT,24-11-15,07-12-15,22-12-15,CLT,203,13,15,28,WHITSUNDAY,WHITSUNDAY
4720,2,2 BR DUAL OCCUPANCY,09-12-15,09-12-15,09-12-15,CLH,211,0,0,0,CENTRAL HIGHLANDS,GREGORY
4220,2,2 BR APARTMENT,21-09-15,14-12-15,14-12-15,CBH,204,84,0,84,GOLD COAST,BURLEIGH
4455,3,3 BR DETACHED HOUSE,27-07-15,10-08-15,01-12-15,CLH,207,14,113,127,MARANOA,WARREGO
4455,3,3 BR DETACHED HOUSE,14-09-15,24-09-15,18-12-15,CLH,207,10,85,95,MARANOA,WARREGO
4812,2,2 BR ATTACHED HOUSING,17-09-15,22-09-15,18-12-15,CRS,201,5,87,92,TOWNSVILLE,TOWNSVILLE
4370,1,1 BR SENIOR UNIT,29-10-15,11-11-15,01-12-15,CLT,207,13,20,33,SOUTHERN DOWNS,SOUTHERN DOWNS
4570,2,2 BR APARTMENT,14-09-15,15-10-15,08-12-15,CLT,205,31,54,85,GYMPIE,GYMPIE
4817,1,1 BR APARTMENT,09-12-15,09-12-15,09-12-15,CLT,201,0,0,0,TOWNSVILLE,THURINGOWA
4350,1,1 BR APARTMENT,13-11-15,13-11-15,11-12-15,CLT,207,0,28,28,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR APARTMENT,11-12-15,11-12-15,22-12-15,CLT,207,0,11,11,TOOWOOMBA,TOOWOOMBA NORTH
4650,1,1 BR APARTMENT,15-10-15,11-11-15,21-12-15,CLT,213,27,40,67,FRASER COAST,MARYBOROUGH
4700,2,2 BR APARTMENT,18-12-15,21-12-15,21-12-15,CLH,206,3,0,3,ROCKHAMPTON,ROCKHAMPTON
4754,2,2 BR SENIOR UNIT,13-11-15,13-11-15,09-12-15,CLT,203,0,26,26,MACKAY,MIRANI
4465,2,2 BR DUPLEX,10-08-15,11-08-15,01-12-15,CLT,207,1,112,113,MARANOA,WARREGO
4671,1,1 BR SENIOR UNIT,20-11-15,26-11-15,16-12-15,CLN,208,6,20,26,BUNDABERG,CALLIDE
4508,2,2 BR APARTMENT,08-12-15,08-12-15,11-12-15,CLT,103,0,3,3,MORETON BAY,MURRUMBA
4720,2,2 BR SENIOR UNIT,11-12-15,11-12-15,11-12-15,CLT,211,0,0,0,CENTRAL HIGHLANDS,GREGORY
4122,2,2 BR DETACHED HOUSE,22-10-15,22-10-15,17-12-15,CLH,107,0,56,56,BRISBANE,MANSFIELD
4487,3,3 BR DETACHED HOUSE,15-10-15,15-10-15,04-12-15,CLT,207,0,50,50,BALONNE,WARREGO
4006,1,1 BR APARTMENT,18-12-15,24-12-15,24-12-15,CBH,108,6,0,6,BRISBANE,BRISBANE CENTRAL
4700,1,1 BR APARTMENT,23-11-15,23-11-15,02-12-15,CBH,206,0,9,9,ROCKHAMPTON,ROCKHAMPTON
4700,1,1 BR APARTMENT,01-12-15,02-12-15,10-12-15,CBH,206,1,8,9,ROCKHAMPTON,ROCKHAMPTON
4701,2,2 BR APARTMENT,17-11-15,23-11-15,09-12-15,CRS,206,6,16,22,ROCKHAMPTON,KEPPEL
4305,1,1 BR APARTMENT,04-12-15,24-12-15,24-12-15,CBH,102,20,0,20,IPSWICH,IPSWICH WEST
4304,3,3 BR DETACHED HOUSE,05-11-15,16-11-15,07-12-15,CRS,102,11,21,32,IPSWICH,IPSWICH
4350,3,3 BR DETACHED HOUSE,11-11-15,11-11-15,02-12-15,CRS,207,0,21,21,TOOWOOMBA,TOOWOOMBA SOUTH
4350,3,3 BR DETACHED HOUSE,27-11-15,11-12-15,11-12-15,CRS,207,14,0,14,TOOWOOMBA,TOOWOOMBA SOUTH
4614,2,2 BR SENIOR UNIT,13-11-15,13-11-15,10-12-15,CLT,207,0,27,27,TOOWOOMBA,NANANGO
4362,2,2 BR SENIOR UNIT,30-11-15,30-11-15,04-12-15,CLT,207,0,4,4,SOUTHERN DOWNS,SOUTHERN DOWNS
4114,3,3 BR DETACHED HOUSE,29-10-15,13-11-15,22-12-15,CRS,101,15,39,54,LOGAN,WOODRIDGE
4703,1,1 BR APARTMENT,02-12-15,02-12-15,11-12-15,CBH,206,0,9,9,LIVINGSTONE,KEPPEL
4122,1,1 BR APARTMENT,23-11-15,23-11-15,23-12-15,CBH,107,0,30,30,BRISBANE,MANSFIELD
4122,1,1 BR APARTMENT,16-12-15,16-12-15,16-12-15,CBH,107,0,0,0,BRISBANE,MANSFIELD
4122,1,1 BR APARTMENT,16-12-15,16-12-15,17-12-15,CBH,107,0,1,1,BRISBANE,MANSFIELD
4220,1,1 BR APARTMENT,09-11-15,18-12-15,18-12-15,CBH,204,39,0,39,GOLD COAST,BURLEIGH
4104,2,2 BR APARTMENT,06-02-15,09-02-15,17-12-15,CRS,107,3,311,314,BRISBANE,YEERONGPILLY
4104,2,2 BR APARTMENT,17-12-15,17-12-15,24-12-15,CRS,107,0,7,7,BRISBANE,YEERONGPILLY
4114,1,1 BR APARTMENT,13-11-15,22-12-15,22-12-15,CBH,101,39,0,39,LOGAN,WOODRIDGE
4157,1,1 BR APARTMENT,09-12-15,09-12-15,09-12-15,CBH,106,0,0,0,REDLAND,CAPALABA
4740,2,2 BR CLUSTER HOUSING,16-12-15,22-12-15,24-12-15,STR,203,6,2,8,MACKAY,MACKAY
4020,1,1 BR APARTMENT,18-09-15,18-09-15,11-12-15,CLH,110,0,84,84,MORETON BAY,REDCLIFFE
4020,1,1 BR APARTMENT,18-09-15,18-09-15,11-12-15,CLH,110,0,84,84,MORETON BAY,REDCLIFFE
4020,1,1 BR APARTMENT,01-12-15,04-12-15,18-12-15,CLH,110,3,14,17,MORETON BAY,REDCLIFFE
4103,2,2 BR APARTMENT,23-11-15,23-11-15,22-12-15,CLH,107,0,29,29,BRISBANE,YEERONGPILLY
4812,2,2 BR APARTMENT,01-10-15,07-12-15,07-12-15,STR,201,67,0,67,TOWNSVILLE,TOWNSVILLE
4104,1,1 BR APARTMENT,07-12-15,07-12-15,24-12-15,CBH,107,0,17,17,BRISBANE,YEERONGPILLY
4104,1,1 BR APARTMENT,05-11-15,17-12-15,17-12-15,CBH,107,42,0,42,BRISBANE,YEERONGPILLY
4104,1,1 BR APARTMENT,17-12-15,17-12-15,17-12-15,CBH,107,0,0,0,BRISBANE,YEERONGPILLY
4703,1,1 BR APARTMENT,02-12-15,15-12-15,22-12-15,CBH,206,13,7,20,LIVINGSTONE,KEPPEL
4703,1,1 BR APARTMENT,11-12-15,15-12-15,21-12-15,CBH,206,4,6,10,LIVINGSTONE,KEPPEL
4670,1,1 BR APARTMENT,26-11-15,08-12-15,08-12-15,CBH,208,12,0,12,BUNDABERG,BUNDABERG
4104,1,1 BR APARTMENT,06-11-15,07-12-15,07-12-15,CBH,107,31,0,31,BRISBANE,YEERONGPILLY
4178,1,1 BR APARTMENT,11-12-15,11-12-15,11-12-15,CLH,109,0,0,0,BRISBANE,LYTTON
4670,4,4 BR DETACHED HOUSE,30-11-15,16-12-15,16-12-15,CRS,208,16,0,16,BUNDABERG,BUNDABERG
4802,1,1 BR APARTMENT,23-11-15,07-12-15,22-12-15,CAH,203,14,15,29,WHITSUNDAY,WHITSUNDAY
4802,1,1 BR APARTMENT,01-12-15,15-12-15,22-12-15,CAH,203,14,7,21,WHITSUNDAY,WHITSUNDAY
4802,2,2 BR APARTMENT,23-11-15,03-12-15,14-12-15,CAH,203,10,11,21,WHITSUNDAY,WHITSUNDAY
4105,1,1 BR APARTMENT,09-12-15,09-12-15,23-12-15,CBH,107,0,14,14,BRISBANE,YEERONGPILLY
4870,2,2 BR ATTACHED HOUSING,20-11-15,20-11-15,01-12-15,CLH,202,0,11,11,CAIRNS,CAIRNS
4670,2,2 BR ATTACHED HOUSING,17-08-15,17-08-15,08-12-15,CLH,208,0,113,113,BUNDABERG,BUNDABERG
4157,2,2 BR APARTMENT,10-11-15,03-12-15,03-12-15,CLH,106,23,0,23,REDLAND,CAPALABA
4810,2,2 BR APARTMENT,30-10-15,23-11-15,01-12-15,CLH,201,24,8,32,TOWNSVILLE,TOWNSVILLE
4810,2,2 BR APARTMENT,09-12-15,14-12-15,22-12-15,CLH,201,5,8,13,TOWNSVILLE,TOWNSVILLE
4810,2,2 BR APARTMENT,27-11-15,27-11-15,15-12-15,CLH,201,0,18,18,TOWNSVILLE,TOWNSVILLE
4810,2,2 BR APARTMENT,02-12-15,02-12-15,02-12-15,CLH,201,0,0,0,TOWNSVILLE,TOWNSVILLE
4701,1,1 BR APARTMENT,04-12-15,11-12-15,16-12-15,CLH,206,7,5,12,ROCKHAMPTON,ROCKHAMPTON
4010,1,1 BR APARTMENT,03-12-15,03-12-15,03-12-15,CLH,108,0,0,0,BRISBANE,CLAYFIELD
4305,2,2 BR APARTMENT,15-10-15,30-10-15,11-12-15,CLH,102,15,42,57,IPSWICH,IPSWICH WEST
4810,2,2 BR APARTMENT,27-11-15,27-11-15,08-12-15,CLH,201,0,11,11,TOWNSVILLE,TOWNSVILLE
4810,2,2 BR APARTMENT,04-12-15,04-12-15,22-12-15,CLH,201,0,18,18,TOWNSVILLE,TOWNSVILLE
4021,3,3 BR CLUSTER HOUSING,18-09-15,04-12-15,04-12-15,CLH,110,77,0,77,MORETON BAY,REDCLIFFE
4102,1,1 BR APARTMENT,20-10-15,21-10-15,09-12-15,CLH,107,1,49,50,BRISBANE,SOUTH BRISBANE
4102,1,1 BR APARTMENT,15-06-15,15-06-15,07-12-15,CLH,107,0,175,175,BRISBANE,SOUTH BRISBANE
4519,2,2 BR APARTMENT,16-11-15,02-12-15,02-12-15,CLH,205,16,0,16,SUNSHINE COAST,CALOUNDRA
4350,2,2 BR APARTMENT,11-11-15,11-11-15,04-12-15,CLH,207,0,23,23,TOOWOOMBA,TOOWOOMBA NORTH
4350,2,2 BR APARTMENT,22-10-15,23-10-15,01-12-15,CLH,207,1,39,40,TOOWOOMBA,TOOWOOMBA SOUTH
4869,1,1 BR APARTMENT,18-12-15,18-12-15,22-12-15,CLH,202,0,4,4,CAIRNS,MULGRAVE
4350,2,2 BR APARTMENT,03-12-15,03-12-15,17-12-15,CLH,207,0,14,14,TOOWOOMBA,TOOWOOMBA NORTH
4019,1,1 BR APARTMENT,21-12-15,21-12-15,21-12-15,CLH,110,0,0,0,MORETON BAY,REDCLIFFE
4159,2,2 BR APARTMENT,07-12-15,21-12-15,21-12-15,CLH,106,14,0,14,REDLAND,CAPALABA
4701,2,2 BR APARTMENT,12-11-15,19-11-15,01-12-15,CLH,206,7,12,19,ROCKHAMPTON,ROCKHAMPTON
4701,2,2 BR APARTMENT,12-11-15,17-11-15,04-12-15,CLH,206,5,17,22,ROCKHAMPTON,ROCKHAMPTON
4869,2,2 BR APARTMENT,24-11-15,24-11-15,02-12-15,CLH,202,0,8,8,CAIRNS,MULGRAVE
4869,2,2 BR APARTMENT,11-12-15,11-12-15,23-12-15,CLH,202,0,12,12,CAIRNS,MULGRAVE
4101,1,1 BR APARTMENT,24-12-15,24-12-15,24-12-15,CSO,108,0,0,0,BRISBANE,SOUTH BRISBANE
4101,1,1 BR APARTMENT,17-12-15,17-12-15,17-12-15,CSO,108,0,0,0,BRISBANE,SOUTH BRISBANE
4101,1,1 BR APARTMENT,18-12-15,18-12-15,18-12-15,CSO,108,0,0,0,BRISBANE,SOUTH BRISBANE
4101,1,1 BR APARTMENT,18-12-15,18-12-15,18-12-15,CSO,108,0,0,0,BRISBANE,SOUTH BRISBANE
4178,1,1 BR APARTMENT,15-12-15,15-12-15,15-12-15,CBH,109,0,0,0,BRISBANE,LYTTON
4305,2,2 BR APARTMENT,29-10-15,26-11-15,08-12-15,CLH,102,28,12,40,IPSWICH,IPSWICH WEST
4510,2,2 BR APARTMENT,21-12-15,21-12-15,22-12-15,CLH,103,0,1,1,MORETON BAY,PUMICESTONE
4870,2,2 BR APARTMENT,16-12-15,16-12-15,16-12-15,CLH,202,0,0,0,CAIRNS,CAIRNS
4870,2,2 BR APARTMENT,19-11-15,19-11-15,02-12-15,CLH,202,0,13,13,CAIRNS,CAIRNS
4800,1,1 BR APARTMENT,30-09-15,26-10-15,08-12-15,CLH,203,26,43,69,WHITSUNDAY,WHITSUNDAY
4812,1,1 BR APARTMENT,18-12-15,18-12-15,18-12-15,CRH,201,0,0,0,TOWNSVILLE,TOWNSVILLE
4051,2,2 BR APARTMENT,08-12-15,08-12-15,08-12-15,CRH,108,0,0,0,BRISBANE,BRISBANE CENTRAL
4215,2,2 BR APARTMENT,16-10-15,12-11-15,03-12-15,CRH,204,27,21,48,GOLD COAST,SOUTHPORT
4510,2,2 BR APARTMENT,06-11-15,11-11-15,01-12-15,CRH,103,5,20,25,MORETON BAY,PUMICESTONE
4510,2,2 BR APARTMENT,01-12-15,15-12-15,15-12-15,CRH,103,14,0,14,MORETON BAY,PUMICESTONE
4510,2,2 BR APARTMENT,23-10-15,30-10-15,01-12-15,CRH,103,7,32,39,MORETON BAY,PUMICESTONE
4020,2,2 BR APARTMENT,24-11-15,14-12-15,14-12-15,CRH,110,20,0,20,MORETON BAY,REDCLIFFE
4305,4,4 BR DETACHED HOUSE,02-11-15,26-11-15,03-12-15,CRH,102,24,7,31,IPSWICH,IPSWICH
4570,3,3 BR DETACHED HOUSE,08-12-15,22-12-15,22-12-15,CRH,205,14,0,14,GYMPIE,GYMPIE
4350,2,2 BR ATTACHED HOUSING,02-12-15,03-12-15,09-12-15,CRH,207,1,6,7,TOOWOOMBA,TOOWOOMBA NORTH
4114,2,2 BR APARTMENT,29-10-15,13-11-15,08-12-15,CRH,101,15,25,40,LOGAN,WOODRIDGE
4883,2,2 BR DUPLEX,21-12-15,21-12-15,24-12-15,CRH,202,0,3,3,TABLELANDS,DALRYMPLE
4883,2,2 BR DUPLEX,30-11-15,30-11-15,04-12-15,CRH,202,0,4,4,TABLELANDS,DALRYMPLE
4883,2,2 BR DUPLEX,14-12-15,14-12-15,24-12-15,CRH,202,0,10,10,TABLELANDS,DALRYMPLE
4655,2,2 BR DUPLEX,14-09-15,07-10-15,07-12-15,CRH,213,23,61,84,FRASER COAST,HERVEY BAY
4655,3,3 BR DETACHED HOUSE,27-11-15,01-12-15,01-12-15,CRH,213,4,0,4,FRASER COAST,HERVEY BAY
4655,2,2 BR DUPLEX,20-11-15,20-11-15,01-12-15,CRH,213,0,11,11,FRASER COAST,HERVEY BAY
4670,3,3 BR DETACHED HOUSE,03-12-15,09-12-15,23-12-15,CRH,208,6,14,20,BUNDABERG,BUNDABERG
4157,2,2 BR ATTACHED HOUSING,10-12-15,10-12-15,10-12-15,CRH,106,0,0,0,REDLAND,CAPALABA
4740,2,2 BR DUPLEX,11-12-15,23-12-15,24-12-15,CRH,203,12,1,13,MACKAY,MACKAY
4740,2,2 BR DUPLEX,16-12-15,24-12-15,24-12-15,CRH,203,8,0,8,MACKAY,MACKAY
4812,2,2 BR APARTMENT,16-10-15,19-10-15,07-12-15,CRH,201,3,49,52,TOWNSVILLE,TOWNSVILLE
4109,4,4 BR DETACHED HOUSE,02-11-15,02-11-15,04-12-15,CRH,107,0,32,32,BRISBANE,SUNNYBANK
4011,2,2 BR DETACHED HOUSE,24-12-15,24-12-15,24-12-15,CRH,108,0,0,0,BRISBANE,CLAYFIELD
4054,2,2 BR DETACHED HOUSE,17-12-15,24-12-15,24-12-15,CRH,108,7,0,7,BRISBANE,EVERTON
4215,2,2 BR APARTMENT,12-11-15,26-11-15,03-12-15,CRH,204,14,7,21,GOLD COAST,BROADWATER
4860,2,2 BR APARTMENT,11-12-15,11-12-15,18-12-15,CRH,202,0,7,7,,
4860,3,3 BR DUPLEX,18-11-15,18-11-15,01-12-15,CRH,202,0,13,13,CASSOWARY COAST,MULGRAVE
4110,4,4 BR DETACHED HOUSE,04-11-15,13-11-15,02-12-15,CRH,104,9,19,28,BRISBANE,SUNNYBANK
4060,3,3 BR APARTMENT,10-12-15,10-12-15,10-12-15,CRH,108,0,0,0,BRISBANE,ASHGROVE
4152,1,1 BR APARTMENT,23-11-15,23-11-15,18-12-15,CRH,107,0,25,25,BRISBANE,BULIMBA
4122,4,4 BR DETACHED HOUSE,19-11-15,19-11-15,18-12-15,CRH,107,0,29,29,BRISBANE,GREENSLOPES
4870,1,1 BR APARTMENT,23-11-15,27-11-15,07-12-15,CRH,202,4,10,14,CAIRNS,CAIRNS
4871,2,2 BR APARTMENT,03-12-15,03-12-15,10-12-15,CRH,202,0,7,7,DOUGLAS,COOK
4868,3,3 BR DETACHED HOUSE,30-10-15,30-10-15,01-12-15,CRH,202,0,32,32,CAIRNS,CAIRNS
4350,2,2 BR APARTMENT,01-12-15,02-12-15,11-12-15,CRH,207,1,9,10,TOOWOOMBA,TOOWOOMBA SOUTH
4810,2,2 BR APARTMENT,27-11-15,27-11-15,22-12-15,CLH,201,0,25,25,TOWNSVILLE,TOWNSVILLE
4810,2,2 BR APARTMENT,22-12-15,22-12-15,22-12-15,CLH,201,0,0,0,TOWNSVILLE,TOWNSVILLE
4670,1,1 BR APARTMENT,26-11-15,02-12-15,07-12-15,CLH,208,6,5,11,BUNDABERG,BUNDABERG
4565,2,2 BR APARTMENT,23-11-15,02-12-15,02-12-15,CRH,205,9,0,9,NOOSA,NOOSA
4870,1,1 BR APARTMENT,11-12-15,18-12-15,23-12-15,CBH,202,7,5,12,CAIRNS,CAIRNS
4860,2,2 BR APARTMENT,08-12-15,08-12-15,11-12-15,CLH,202,0,3,3,CASSOWARY COAST,MULGRAVE
4868,4,4 BR DETACHED HOUSE,17-12-15,17-12-15,17-12-15,CLH,202,0,0,0,CAIRNS,MULGRAVE
4740,2,2 BR DUPLEX,21-10-15,26-11-15,11-12-15,CBH,203,36,15,51,MACKAY,MACKAY
4805,2,2 BR DUAL OCCUPANCY,23-11-15,16-12-15,22-12-15,CLH,203,23,6,29,WHITSUNDAY,BURDEKIN
4805,2,2 BR DUPLEX,11-11-15,18-11-15,15-12-15,CBH,203,7,27,34,WHITSUNDAY,BURDEKIN
4670,2,2 BR CLUSTER HOUSING,14-12-15,17-12-15,24-12-15,CLH,208,3,7,10,BUNDABERG,BUNDABERG
4022,3,3 BR CLUSTER HOUSING,30-11-15,04-12-15,11-12-15,CLH,110,4,7,11,MORETON BAY,MURRUMBA
4510,3,3 BR CLUSTER HOUSING,18-12-15,18-12-15,18-12-15,CLH,103,0,0,0,MORETON BAY,PUMICESTONE
4304,2,2 BR APARTMENT,23-11-15,03-12-15,16-12-15,CAH,102,10,13,23,IPSWICH,IPSWICH
4350,1,1 BR ATTACHED HOUSING,24-11-15,24-11-15,04-12-15,CLT,207,0,10,10,TOOWOOMBA,TOOWOOMBA SOUTH
4350,3,3 BR DETACHED HOUSE,12-11-15,13-11-15,04-12-15,CRH,207,1,21,22,TOOWOOMBA,TOOWOOMBA NORTH
4570,3,3 BR DETACHED HOUSE,17-12-15,18-12-15,22-12-15,CRH,205,1,4,5,GYMPIE,GYMPIE
4895,1,1 BR CLUSTER HOUSING,25-11-15,25-11-15,09-12-15,CLT,202,0,14,14,COOK,COOK
4051,1,1 BR APARTMENT,14-10-15,24-12-15,24-12-15,CAH,108,71,0,71,BRISBANE,ASHGROVE
4854,1,1 BR SENIOR UNIT,02-12-15,02-12-15,02-12-15,CLT,202,0,0,0,CASSOWARY COAST,HINCHINBROOK
4163,2,2 BR APARTMENT,17-12-15,24-12-15,24-12-15,CAH,106,7,0,7,REDLAND,CLEVELAND
4163,1,1 BR APARTMENT,17-12-15,24-12-15,24-12-15,CAH,106,7,0,7,REDLAND,CLEVELAND
4350,3,3 BR DETACHED HOUSE,10-11-15,10-11-15,08-12-15,CRH,207,0,28,28,TOOWOOMBA,TOOWOOMBA NORTH
4178,3,3 BR DETACHED HOUSE,06-11-15,22-12-15,22-12-15,CRH,109,46,0,46,BRISBANE,LYTTON
4211,1,1 BR APARTMENT,08-12-15,08-12-15,08-12-15,CAH,204,0,0,0,GOLD COAST,GAVEN
4211,1,1 BR APARTMENT,11-12-15,11-12-15,11-12-15,CAH,204,0,0,0,GOLD COAST,GAVEN
4211,1,1 BR APARTMENT,08-12-15,08-12-15,10-12-15,CAH,204,0,2,2,GOLD COAST,GAVEN
4211,1,1 BR APARTMENT,10-12-15,10-12-15,10-12-15,CAH,204,0,0,0,GOLD COAST,GAVEN
4215,2,2 BR DUPLEX,13-11-15,03-12-15,21-12-15,CRH,204,20,18,38,GOLD COAST,SOUTHPORT
4510,4,4 BR DETACHED HOUSE,30-11-15,30-11-15,08-12-15,CRH,103,0,8,8,MORETON BAY,GLASS HOUSE
4122,3,3 BR DETACHED HOUSE,15-12-15,15-12-15,24-12-15,CRH,107,0,9,9,BRISBANE,MANSFIELD
4304,3,3 BR DETACHED HOUSE,20-10-15,02-11-15,08-12-15,CRH,102,13,36,49,IPSWICH,IPSWICH
4506,4,4 BR DETACHED HOUSE,21-12-15,21-12-15,21-12-15,CRH,103,0,0,0,MORETON BAY,MORAYFIELD
4076,3,3 BR DETACHED HOUSE,23-04-15,23-04-15,14-12-15,CRH,104,0,235,235,BRISBANE,MOUNT OMMANEY
4506,3,3 BR DETACHED HOUSE,11-12-15,11-12-15,22-12-15,CRH,103,0,11,11,MORETON BAY,MORAYFIELD
